carparkID,processing-time,slotOccupancy
1,1587902400,102
1,1585566000,109
1,1585566000,102
1,1585566000,112
1,1585566000,101
1,1585566000,100
1,1585566000,107
1,1585566000,104
1,1585566000,114
1,1585566000,108
1,1585566000,105
1,1585566000,114
1,1583319600,100
1,1583319600,100
1,1583319600,95
1,1583319600,111
1,1583319600,113
1,1583319600,109
1,1583319600,101
1,1583319600,104
1,1583319600,114
1,1583319600,102
1,1583319600,113
1,1583406000,107
1,1583406000,113
1,1583406000,105
1,1583406000,106
1,1583406000,112
1,1583406000,113
1,1583406000,111
1,1583406000,103
1,1583406000,104
1,1583406000,97
1,1583406000,111
1,1586260800,112
1,1586260800,98
1,1586260800,109
1,1586260800,109
1,1586260800,100
1,1586260800,102
1,1586260800,102
1,1586260800,105
1,1586260800,109
1,1586260800,114
1,1586260800,101
1,1583665200,114
1,1583665200,107
1,1583665200,107
1,1583665200,100
1,1583665200,100
1,1583665200,108
1,1583665200,105
1,1583665200,102
1,1583665200,95
1,1583665200,101
1,1583665200,103
1,1586174400,117
1,1586174400,104
